tienda,nombre,marca,precio,stock,categoria,url,imagen
Plaza Vea,Garbanzo TESORO DEL CAMPO Bolsa 500g,TESORO DEL CAMPO,6.9,Sí,Abarrotes / Menestras / Garbanzo,https://www.plazavea.com.pe/garbanzo-tesoro-del-campo-bolsa-500g/p,https://plazavea.vteximg.com.br/arquivos/ids/23372911-184-184/20109837.jpg?v=638065785122530000
Plaza Vea,Lenteja Bebé TESORO DEL CAMPO Bolsa 500g,TESORO DEL CAMPO,6.4,Sí,Abarrotes / Menestras / Lenteja,https://www.plazavea.com.pe/lenteja-bebe-tesoro-del-campo-bolsa-500g/p,https://plazavea.vteximg.com.br/arquivos/ids/23372899-184-184/20109839.jpg?v=638065782016070000
Plaza Vea,Frijol Negro COSTEÑO Bolsa 500g,COSTEÑO,6.99,Sí,Abarrotes / Menestras / Frijol,https://www.plazavea.com.pe/frijol-negro-costeno-bolsa-500g/p,https://plazavea.vteximg.com.br/arquivos/ids/27552442-184-184/3840.jpg?v=638313120763630000
Plaza Vea,Maíz Pop Corn Faraon X 500G,FARAON,4.09,Sí,Abarrotes / Menestras / Pop Corn,https://www.plazavea.com.pe/maiz-pop-corn-faraon-x-500g/p,https://plazavea.vteximg.com.br/arquivos/ids/30215958-184-184/20212242.jpg?v=638679076749630000
Plaza Vea,Frejol Canario TESORO DEL CAMPO Bolsa 500g,TESORO DEL CAMPO,9.2,Sí,Abarrotes / Menestras / Frijol,https://www.plazavea.com.pe/frejol-canario-tesoro-del-campo-bolsa-500g/p,https://plazavea.vteximg.com.br/arquivos/ids/23372908-184-184/20109805.jpg?v=638065784297770000
Plaza Vea,Arveja Partida TESORO DEL CAMPO Bolsa 500g,TESORO DEL CAMPO,4.2,Sí,Abarrotes / Menestras / Arveja,https://www.plazavea.com.pe/arveja-partida-tesoro-del-campo-bolsa-500g/p,https://plazavea.vteximg.com.br/arquivos/ids/23372909-184-184/20109826.jpg?v=638065784546000000
Plaza Vea,Papa Seca TESORO DEL CAMPO Bolsa 500g,TESORO DEL CAMPO,7.3,Sí,Abarrotes / Menestras / Otras Menestras,https://www.plazavea.com.pe/papa-seca-tesoro-del-campo-bolsa-500g/p,https://plazavea.vteximg.com.br/arquivos/ids/23372905-184-184/20109821.jpg?v=638065783477470000
Plaza Vea,Frijol Red Kidney COSTEÑO Bolsa 500g,COSTEÑO,6.9,Sí,Abarrotes / Menestras / Frijol,https://www.plazavea.com.pe/frijol-red-kidney-costeno-bolsa-500g/p,https://plazavea.vteximg.com.br/arquivos/ids/550677-184-184/1603.jpg?v=637425701642300000
Plaza Vea,Garbanzo COSTEÑO Bolsa 500g,COSTEÑO,7.4,Sí,Abarrotes / Menestras / Garbanzo,https://www.plazavea.com.pe/garbanzo-costeno-bolsa-500g/p,https://plazavea.vteximg.com.br/arquivos/ids/27552447-184-184/998183.jpg?v=638313121075500000
Plaza Vea,Garbanzos Cocidos EL CORTE INGLÉS Fuentesaúco Frasco 400g,EL CORTE INGLÉS SELECTION,4.9,Sí,Abarrotes / Menestras / Garbanzo,https://www.plazavea.com.pe/garbanzos-cocidos-el-corte-ingles-fuentesauco-frasco-400g/p,https://plazavea.vteximg.com.br/arquivos/ids/30365752-184-184/20463516.jpg?v=638712060404770000
Plaza Vea,Lenteja Faraon Bolsa X500G,FARAON,5.1,Sí,Abarrotes / Menestras / Lenteja,https://www.plazavea.com.pe/lenteja-faraon-bolsa-x500g/p,https://plazavea.vteximg.com.br/arquivos/ids/30216019-184-184/20212222.jpg?v=638679077033370000
Plaza Vea,Arveja Verde Partida Faraon X500G,FARAON,3.79,Sí,Abarrotes / Menestras / Arveja,https://www.plazavea.com.pe/arveja-verde-partida-faraon-x500g/p,https://plazavea.vteximg.com.br/arquivos/ids/32708531-184-184/20212235.jpg?v=638968442852600000
Plaza Vea,Frijol Canario FARAON x500g,FARAON,7.59,Sí,Abarrotes / Menestras / Frijol,https://www.plazavea.com.pe/frijol-canario-faraon-x500g/p,https://plazavea.vteximg.com.br/arquivos/ids/30216008-184-184/20212236.jpg?v=638679076909730000
Plaza Vea,Frijol Castilla BELL'S Bolsa 500g,BELL'S,4.0,Sí,Abarrotes / Menestras / Frijol,https://www.plazavea.com.pe/frijol-castilla-bells-bolsa-500g/p,https://plazavea.vteximg.com.br/arquivos/ids/646548-184-184/20169976.jpg?v=637443539156300000
Plaza Vea,Maíz Chullpi BELL'S Bolsa 400g,BELL'S,4.9,Sí,Abarrotes / Menestras / Otras Menestras,https://www.plazavea.com.pe/maiz-chullpi-bells-bolsa-400g/p,https://plazavea.vteximg.com.br/arquivos/ids/646407-184-184/20122153.jpg?v=637443529628370000
Plaza Vea,Lenteja TESORO DEL CAMPO Bolsa 500g,TESORO DEL CAMPO,6.2,Sí,Abarrotes / Menestras / Lenteja,https://www.plazavea.com.pe/lenteja-tesoro-del-campo-bolsa-500g/p,https://plazavea.vteximg.com.br/arquivos/ids/23372902-184-184/20109838.jpg?v=638065782728600000
Plaza Vea,Maíz Pop Corn TESORO DEL CAMPO Bolsa 500g,TESORO DEL CAMPO,4.99,Sí,Abarrotes / Menestras / Pop Corn,https://www.plazavea.com.pe/maiz-pop-corn-tesoro-del-campo-bolsa-500g/p,https://plazavea.vteximg.com.br/arquivos/ids/23372906-184-184/20109820.jpg?v=638065783801000000
Plaza Vea,Frijol Castilla COSTEÑO Bolsa 500g,COSTEÑO,6.6,Sí,Abarrotes / Menestras / Frijol,https://www.plazavea.com.pe/frijol-castilla-costeno-bolsa-500g/p,https://plazavea.vteximg.com.br/arquivos/ids/27552456-184-184/3839.jpg?v=638313121572070000
Plaza Vea,Frijol Panamito COSTEÑO Bolsa 500g,COSTEÑO,7.0,Sí,Abarrotes / Menestras / Frijol,https://www.plazavea.com.pe/frijol-panamito-costeno-bolsa-500g/p,https://plazavea.vteximg.com.br/arquivos/ids/27552450-184-184/1605.jpg?v=638313121215030000
Plaza Vea,Quinua Perlada INCASUR Superior Bolsa 250g,INCASUR,9.5,Sí,Abarrotes / Menestras / Quinua,https://www.plazavea.com.pe/quinua-perlada-superior-incasur-bolsa-250g/p,https://plazavea.vteximg.com.br/arquivos/ids/358055-184-184/20005273.jpg?v=637304279963070000
Plaza Vea,Lentejón COSTEÑO Bolsa 500g,COSTEÑO,6.9,Sí,Abarrotes / Menestras / Lenteja,https://www.plazavea.com.pe/lentejon-costeno-bolsa-500g/p,https://plazavea.vteximg.com.br/arquivos/ids/27552445-184-184/3844.jpg?v=638313120945670000
Plaza Vea,Quinua Perlada INCASUR Selecta Bolsa  250g,INCASUR,10.7,Sí,Abarrotes / Menestras / Quinua,https://www.plazavea.com.pe/quinua-perlada-incasur-superior-bolsa-250g/p,https://plazavea.vteximg.com.br/arquivos/ids/1242225-184-184/16032.jpg?v=637516206113430000
Plaza Vea,Lenteja VALLENORTE Bolsa 500g,VALLENORTE,6.5,Sí,Abarrotes / Menestras / Lenteja,https://www.plazavea.com.pe/lenteja-vallenorte-bolsa-500g/p,https://plazavea.vteximg.com.br/arquivos/ids/29562130-184-184/20140737.jpg?v=638629344717100000
Plaza Vea,Arveja Verde VALLENORTE Bolsa 500g,VALLENORTE,4.9,Sí,Abarrotes / Menestras / Arveja,https://www.plazavea.com.pe/arveja-verde-vallenorte-bolsa-500g/p,https://plazavea.vteximg.com.br/arquivos/ids/29562126-184-184/20140726.jpg?v=638629344527000000
Plaza Vea,Chía Orgánica ANDINA CROPS Doypack 250g,ANDINA CROPS,14.5,Sí,Abarrotes / Menestras / Otras Menestras,https://www.plazavea.com.pe/chia-organica-andina-crops-doypack-250g/p,https://plazavea.vteximg.com.br/arquivos/ids/26057013-184-184/20131850.jpg?v=638169465414670000
Plaza Vea,Frijol Panamito TESORO DEL CAMPO Bolsa 500g,TESORO DEL CAMPO,6.3,Sí,Abarrotes / Menestras / Frijol,https://www.plazavea.com.pe/frijol-panamito-tesoro-del-campo-bolsa-500g/p,https://plazavea.vteximg.com.br/arquivos/ids/23372901-184-184/20109842.jpg?v=638065782492830000
Plaza Vea,Frijol Castilla TESORO DEL CAMPO Bolsa 500g,TESORO DEL CAMPO,6.4,Sí,Abarrotes / Menestras / Frijol,https://www.plazavea.com.pe/frijol-castilla-tesoro-del-campo-bolsa-500g/p,https://plazavea.vteximg.com.br/arquivos/ids/23372910-184-184/20109806.jpg?v=638065784885500000
Plaza Vea,Quinua TESORO DEL CAMPO Bolsa 500g,TESORO DEL CAMPO,10.2,Sí,Abarrotes / Menestras / Quinua,https://www.plazavea.com.pe/quinua-tesoro-del-campo-bolsa-500g/p,https://plazavea.vteximg.com.br/arquivos/ids/23372907-184-184/20109822.jpg?v=638065784055430000
Plaza Vea,Quinua Perlada INCASUR Nativa Bolsa 250g,INCASUR,11.5,Sí,Abarrotes / Menestras / Quinua,https://www.plazavea.com.pe/quinua-incasur-perlada-nativa-bolsa-250gr/p,https://plazavea.vteximg.com.br/arquivos/ids/358054-184-184/20005272.jpg?v=637304279920230000
Plaza Vea,Quinua Roja TIYAPUY Orgánica Doypack 340g,TIYAPUY,8.8,Sí,Abarrotes / Menestras / Quinua,https://www.plazavea.com.pe/quinua-roja-tiyapuy-organica-doypack-340g/p,https://plazavea.vteximg.com.br/arquivos/ids/2053272-184-184/20236102.jpg?v=637612199744200000
Plaza Vea,Pallar BELL'S Bolsa 500g,BELL'S,4.4,Sí,Abarrotes / Menestras / Pallar,https://www.plazavea.com.pe/pallar-bells-bolsa-500g/p,https://plazavea.vteximg.com.br/arquivos/ids/561459-184-184/20169978.jpg?v=637427432332270000
Plaza Vea,Crema de Arvejas ACSUR Bolsa 150g,ACSUR,3.8,Sí,Abarrotes / Menestras / Arveja,https://www.plazavea.com.pe/crema-de-arvejas-acsur-bolsa-150g/p,https://plazavea.vteximg.com.br/arquivos/ids/30247025-184-184/20081174.jpg?v=638681702413930000
Plaza Vea,Snack Chocho MI CHOCHERA Frasco 35g,MI CHOCHERA,2.7,Sí,Abarrotes / Menestras / Otras Menestras,https://www.plazavea.com.pe/snack-chocho-mi-chochera-frasco-35g/p,https://plazavea.vteximg.com.br/arquivos/ids/561823-184-184/20193446.jpg?v=637427445316400000
Plaza Vea,Maíz Cancha Cusco BELL'S Bolsa 400g,BELL'S,5.1,Sí,Abarrotes / Menestras / Otras Menestras,https://www.plazavea.com.pe/maiz-cancha-bells-bolsa-400g/p,https://plazavea.vteximg.com.br/arquivos/ids/646406-184-184/20122152.jpg?v=637443529596330000
Plaza Vea,Maíz Mote KUSKI Desgranado Bolsa 425g,KUSKI,16.5,Sí,Abarrotes / Menestras / Otras Menestras,https://www.plazavea.com.pe/maiz-mote-kuski-desgranado-bolsa-425g/p,https://plazavea.vteximg.com.br/arquivos/ids/28358087-184-184/940181.jpg?v=638363444791770000
Plaza Vea,Maíz Chullpi KUSKI Bolsa 425g,KUSKI,15.5,Sí,Abarrotes / Menestras / Otras Menestras,https://www.plazavea.com.pe/maiz-chullpi-kuski-bolsa-425g/p,https://plazavea.vteximg.com.br/arquivos/ids/554183-184-184/764520.jpg?v=637426578221630000
Plaza Vea,Maíz Pescorunto KUSKI Bolsa 425g,CUSCO MARA,8.9,Sí,Abarrotes / Menestras / Otras Menestras,https://www.plazavea.com.pe/maiz-pescorunto-kuski-bolsa-425g/p,https://plazavea.vteximg.com.br/arquivos/ids/562051-184-184/1940179002.jpg?v=637428279974630000
Plaza Vea,Spaghetti BELL'S Paquete 500g,BELL'S,2.0,Sí,"Abarrotes / Fideos, Pastas y Salsas / Fideos Largos",https://www.plazavea.com.pe/spaghetti-bells-paquete-500g/p,https://plazavea.vteximg.com.br/arquivos/ids/25828674-184-184/20144845.jpg?v=638131684909870000
Plaza Vea,Macarrones EL CORTE INGLÉS SELECTION Penne Rigate Bolsa 500g,EL CORTE INGLÉS SELECTION,7.0,Sí,"Abarrotes / Fideos, Pastas y Salsas / Sémola y Fideos Especiales",https://www.plazavea.com.pe/macarrones-el-corte-ingles-selection-penne-rigate-bolsa-500g/p,https://plazavea.vteximg.com.br/arquivos/ids/30365747-184-184/20463479.jpg?v=638712058525670000
Plaza Vea,Pasta Radiatori EL CORTE INGLÉS Selection Bolsa 500g,EL CORTE INGLÉS SELECTION,7.9,Sí,"Abarrotes / Fideos, Pastas y Salsas / Fideos Cortos",https://www.plazavea.com.pe/pasta-radiatori-el-corte-ingles-selection-bolsa-500g/p,https://plazavea.vteximg.com.br/arquivos/ids/30365737-184-184/20407768.jpg?v=638712054897800000
Plaza Vea,Macarrones EL CORTE INGLÉS SELECTION Maccheroni Bolsa 500g,EL CORTE INGLÉS SELECTION,7.9,Sí,"Abarrotes / Fideos, Pastas y Salsas / Sémola y Fideos Especiales",https://www.plazavea.com.pe/macarrones-el-corte-ingles-selection-maccheroni-bolsa-500g/p,https://plazavea.vteximg.com.br/arquivos/ids/30365749-184-184/20463486.jpg?v=638712059273230000
Plaza Vea,Fideos DON VITTORIO Spaghetti Bolsa 950g,DON VITTORIO,5.2,Sí,"Abarrotes / Fideos, Pastas y Salsas / Fideos Largos",https://www.plazavea.com.pe/spaghetti-don-vittorio-paquete-950g/p,https://plazavea.vteximg.com.br/arquivos/ids/30708239-184-184/20277768.jpg?v=638764129142900000
Plaza Vea,Fideos Tornillo DON VITTORIO Bolsa 250g,DON VITTORIO,2.1,Sí,"Abarrotes / Fideos, Pastas y Salsas / Fideos Cortos",https://www.plazavea.com.pe/fideos-tornillo-don-vittorio-bolsa-250g-pv/p,https://plazavea.vteximg.com.br/arquivos/ids/31455305-184-184/20501443.jpg?v=638851915966800000
Plaza Vea,Fideos DON VITTORIO Spaghetti Bolsa 500g,DON VITTORIO,3.5,Sí,"Abarrotes / Fideos, Pastas y Salsas / Fideos Largos",https://www.plazavea.com.pe/fideos-spaghetti-don-vittorio-bolsa-500g/p,https://plazavea.vteximg.com.br/arquivos/ids/31463199-184-184/20501452.jpg?v=638852268164600000
Plaza Vea,Salsa de Tomate POMAROLA Doypack 290g,POMAROLA,2.6,Sí,"Abarrotes / Fideos, Pastas y Salsas / Salsas de Tomate",https://www.plazavea.com.pe/salsa-de-tomate-pomarola-doypack-290g/p,https://plazavea.vteximg.com.br/arquivos/ids/18082705-184-184/20284370.jpg?v=637992355891670000
Plaza Vea,Fideos DON VITTORIO Cabello de Ángel Bolsa 250g,DON VITTORIO,2.0,Sí,"Abarrotes / Fideos, Pastas y Salsas / Fideos Largos",https://www.plazavea.com.pe/cabello-de-angel-don-vittorio-bolsa-250g/p,https://plazavea.vteximg.com.br/arquivos/ids/17161217-184-184/780698.jpg?v=637979617686000000
Plaza Vea,Fideo Canuto Chico DON VITTORIO Bolsa 250g,DON VITTORIO,2.1,Sí,"Abarrotes / Fideos, Pastas y Salsas / Fideos Cortos",https://www.plazavea.com.pe/fideo-canuto-chico-don-vittorio-bolsa-250g/p,https://plazavea.vteximg.com.br/arquivos/ids/31463240-184-184/20503661.jpg?v=638852268968170000
Plaza Vea,Fideos Canuto Rayado DON VITTORIO Bolsa 250g,DON VITTORIO,2.0,Sí,"Abarrotes / Fideos, Pastas y Salsas / Fideos Cortos",https://www.plazavea.com.pe/fideos-canuto-rayado-don-vittorio-bolsa-250g/p,https://plazavea.vteximg.com.br/arquivos/ids/31463195-184-184/20501420.jpg?v=638852268052300000
Plaza Vea,Fideos Spaghetti BELL'S Bolsa 900g,BELL'S,3.5,Sí,"Abarrotes / Fideos, Pastas y Salsas / Fideos Largos",https://www.plazavea.com.pe/fideos-spaguetti-bells-bolsa-900g/p,https://plazavea.vteximg.com.br/arquivos/ids/29302937-184-184/20391057.jpg?v=638580728574370000
Plaza Vea,Fideos Fusilli Tricolor MOLITALIA Bolsa 235g,MOLITALIA,2.9,Sí,"Abarrotes / Fideos, Pastas y Salsas / Fideos Cortos",https://www.plazavea.com.pe/fideos-fusilli-tricolor-molitalia-bolsa-235g/p,https://plazavea.vteximg.com.br/arquivos/ids/28723337-184-184/20385739.jpg?v=638425017376030000
Plaza Vea,Fideos de Letras MOLITALIA Bolsa 235g,MOLITALIA,1.8,Sí,"Abarrotes / Fideos, Pastas y Salsas / Fideos Cortos",https://www.plazavea.com.pe/fideos-de-letras-molitalia-bolsa-235g/p,https://plazavea.vteximg.com.br/arquivos/ids/28723335-184-184/20357702.jpg?v=638425017275330000
Plaza Vea,Fideos Spaghetti MOLITALIA Bolsa 950g,MOLITALIA,4.9,Sí,"Abarrotes / Fideos, Pastas y Salsas / Fideos Largos",https://www.plazavea.com.pe/fideos-spaghetti-molitalia-bolsa-950g/p,https://plazavea.vteximg.com.br/arquivos/ids/28723328-184-184/20281991.jpg?v=638425016873130000
Plaza Vea,Fideos DON VITTORIO Linguini Grosso Bolsa 950g,DON VITTORIO,5.2,Sí,"Abarrotes / Fideos, Pastas y Salsas / Fideos Largos",https://www.plazavea.com.pe/linguini-grosso-don-vittorio-paquete-950g/p,https://plazavea.vteximg.com.br/arquivos/ids/30708241-184-184/20281165.jpg?v=638764129293630000
Plaza Vea,Salsa Clásica de Tomate POMAROLA Doypack 145g,POMAROLA,1.5,Sí,"Abarrotes / Fideos, Pastas y Salsas / Salsas de Tomate",https://www.plazavea.com.pe/salsa-clasica-de-tomate-pomarola-doypack-145g/p,https://plazavea.vteximg.com.br/arquivos/ids/16382258-184-184/20258337.jpg?v=637970168727830000
Plaza Vea,Fideos DON VITTORIO Codo Rayado Bolsa 500g,DON VITTORIO,3.5,Sí,"Abarrotes / Fideos, Pastas y Salsas / Fideos Cortos",https://www.plazavea.com.pe/fideo-don-vittorio-codo-rayado-bolsa-500g/p,https://plazavea.vteximg.com.br/arquivos/ids/17162276-184-184/20184805.jpg?v=637979619572570000
Plaza Vea,Fideos Tornillo Bell's Empaque 250g,BELL'S,1.0,Sí,"Abarrotes / Fideos, Pastas y Salsas / Fideos Cortos",https://www.plazavea.com.pe/fideos-tornillo-bells-empaque-250g/p,https://plazavea.vteximg.com.br/arquivos/ids/31364902-184-184/20144839.jpg?v=638838731511300000
Plaza Vea,Fideos Canuto Rayado BELL'S Empaque 250g,BELL'S,1.0,Sí,"Abarrotes / Fideos, Pastas y Salsas / Fideos Cortos",https://www.plazavea.com.pe/fideos-canuto-rayado-bell-s-empaque-250g/p,https://plazavea.vteximg.com.br/arquivos/ids/31304359-184-184/20144696.jpg?v=638821732071370000
Plaza Vea,Fideos BELL'S Fideo Codo Rayado Bolsa 250g,BELL'S,1.0,Sí,"Abarrotes / Fideos, Pastas y Salsas / Fideos Cortos",https://www.plazavea.com.pe/fideos-bell-s-fideo-codo-rayado-bolsa-250g/p,https://plazavea.vteximg.com.br/arquivos/ids/31921501-184-184/20144694.jpg?v=638913243775400000
Plaza Vea,Fideos NICOLINI Spaghetti Bolsa 1Kg,NICOLINI,4.3,Sí,"Abarrotes / Fideos, Pastas y Salsas / Fideos Largos",https://www.plazavea.com.pe/fideo-spaghetti-nicolini-bolsa-1kg/p,https://plazavea.vteximg.com.br/arquivos/ids/30708224-184-184/20142784.jpg?v=638764128519230000
Plaza Vea,Salsa Roja DON VITTORIO Doypack 400g,DON VITTORIO,6.1,Sí,"Abarrotes / Fideos, Pastas y Salsas / Salsas de Tomate",https://www.plazavea.com.pe/salsa-roja-don-vittorio-doypack-400g/p,https://plazavea.vteximg.com.br/arquivos/ids/15681475-184-184/20074898.jpg?v=637959754744930000
Plaza Vea,Sémola MOLITALIA Bolsa 200g,MOLITALIA,1.5,Sí,"Abarrotes / Fideos, Pastas y Salsas / Sémola y Fideos Especiales",https://www.plazavea.com.pe/semola-molitalia-bolsa-200g/p,https://plazavea.vteximg.com.br/arquivos/ids/354388-184-184/20010854.jpg?v=637298453003630000
Plaza Vea,Fideos Cabello de Ángel NICOLINI Bolsa 250g,NICOLINI,1.7,Sí,"Abarrotes / Fideos, Pastas y Salsas / Fideos Largos",https://www.plazavea.com.pe/cabello-de-angel-nicolini-bolsa-250g/p,https://plazavea.vteximg.com.br/arquivos/ids/31462745-184-184/992933.jpg?v=638852256941700000
Plaza Vea,Fideos Corbata Grande DON VITTORIO Bolsa 250g,DON VITTORIO,2.0,Sí,"Abarrotes / Fideos, Pastas y Salsas / Fideos Cortos",https://www.plazavea.com.pe/fideos-corbata-grande-don-vittorio-bolsa-250g-pv/p,https://plazavea.vteximg.com.br/arquivos/ids/31353319-184-184/20501938.jpg?v=638835596652400000
Plaza Vea,Fideos Caracol DON VITTORIO Bolsa 250g,DON VITTORIO,2.0,Sí,"Abarrotes / Fideos, Pastas y Salsas / Fideos Cortos",https://www.plazavea.com.pe/fideos-caracol-don-vittorio-bolsa-250g/p,https://plazavea.vteximg.com.br/arquivos/ids/31463203-184-184/20501490.jpg?v=638852268304200000
Plaza Vea,Fideos Corbata Chica DON VITTORIO Bolsa 250g,DON VITTORIO,2.0,Sí,"Abarrotes / Fideos, Pastas y Salsas / Fideos Cortos",https://www.plazavea.com.pe/fideos-corbata-chica-don-vittorio-bolsa-250g/p,https://plazavea.vteximg.com.br/arquivos/ids/31347875-184-184/20501438.jpg?v=638833905647370000
Plaza Vea,Fideos Tallarín BELL'S Bolsa 900g,BELL'S,3.5,Sí,"Abarrotes / Fideos, Pastas y Salsas / Fideos Largos",https://www.plazavea.com.pe/fideos-tallarin-bells-bolsa-900g/p,https://plazavea.vteximg.com.br/arquivos/ids/29302932-184-184/20391053.jpg?v=638580728212030000
Plaza Vea,Tornillo Especial MOLITALIA Pasta para Ensalada Bolsa 235g,MOLITALIA,2.5,Sí,"Abarrotes / Fideos, Pastas y Salsas / Fideos Cortos",https://www.plazavea.com.pe/tornillo-especial-molitalia-pasta-para-ensalada-bolsa-235g/p,https://plazavea.vteximg.com.br/arquivos/ids/28723338-184-184/20389886.jpg?v=638425017436470000
Plaza Vea,Fideos Canuto MOLITALIA Bolsa 235g,MOLITALIA,1.8,Sí,"Abarrotes / Fideos, Pastas y Salsas / Fideos Cortos",https://www.plazavea.com.pe/fideos-canuto-molitalia-bolsa-235g/p,https://plazavea.vteximg.com.br/arquivos/ids/28723334-184-184/20352680.jpg?v=638425017218630000
Plaza Vea,Fideos Tornillo MOLITALIA Bolsa 235g,MOLITALIA,1.8,Sí,"Abarrotes / Fideos, Pastas y Salsas / Fideos Cortos",https://www.plazavea.com.pe/fideos-tornillo-molitalia-bolsa-235g/p,https://plazavea.vteximg.com.br/arquivos/ids/28723332-184-184/20352682.jpg?v=638425017082970000
Plaza Vea,Fideos Tallarín MOLITALIA Bolsa 450g,MOLITALIA,3.1,Sí,"Abarrotes / Fideos, Pastas y Salsas / Fideos Largos",https://www.plazavea.com.pe/fideos-tallarin-molitalia-bolsa-450g/p,https://plazavea.vteximg.com.br/arquivos/ids/28723329-184-184/20331946.jpg?v=638425016925200000
Plaza Vea,Salsa Lista POMAROLA Molitalia Doypack 370g,POMAROLA,5.5,Sí,"Abarrotes / Fideos, Pastas y Salsas / Salsas de Tomate",https://www.plazavea.com.pe/salsa-lista-pomarola-molitalia-doypack-370g/p,https://plazavea.vteximg.com.br/arquivos/ids/15002669-184-184/20282829.jpg?v=637950881474700000
Plaza Vea,Fideos DON VITTORIO Fettuccini Bolsa 950g,DON VITTORIO,5.2,Sí,"Abarrotes / Fideos, Pastas y Salsas / Fideos Largos",https://www.plazavea.com.pe/fettuccini-don-vittorio-paquete-950g/p,https://plazavea.vteximg.com.br/arquivos/ids/16382415-184-184/20281180.jpg?v=637970174038830000
Plaza Vea,Pack Salsa de Tomate POMAROLA Bolsa 870g,POMAROLA,11.1,Sí,"Abarrotes / Fideos, Pastas y Salsas / Salsas de Tomate",https://www.plazavea.com.pe/pack-salsa-de-tomate-pomarola-bolsa-870g/p,https://plazavea.vteximg.com.br/arquivos/ids/11166071-184-184/20258340.jpg?v=637879165247500000
Plaza Vea,Concentrado de Tomate POMAROLA Doypack 110g,POMAROLA,1.5,Sí,"Abarrotes / Fideos, Pastas y Salsas / Salsas de Tomate",https://www.plazavea.com.pe/concentrado-de-tomate-pomarola-doypack-110g/p,https://plazavea.vteximg.com.br/arquivos/ids/16382181-184-184/20256663.jpg?v=637970165721070000
Plaza Vea,Pasta de Tomate BELL'S Doypack 120g,BELL'S,1.5,Sí,"Abarrotes / Fideos, Pastas y Salsas / Salsas de Tomate",https://www.plazavea.com.pe/pasta-de-tomate-bells-doypack-120g/p,https://plazavea.vteximg.com.br/arquivos/ids/5107371-184-184/20208875.jpg?v=637770546497670000
Plaza Vea,Fideo Cabello de Ángel LAVAGGI Bolsa 250g,LAVAGGI,1.5,Sí,"Abarrotes / Fideos, Pastas y Salsas / Fideos Largos",https://www.plazavea.com.pe/fideo-cabello-de-angel-lavaggi-bolsa-250g/p,https://plazavea.vteximg.com.br/arquivos/ids/26368589-184-184/20146339.jpg?v=638200801621770000
Plaza Vea,Fideos DON VITTORIO Rigatoni Bolsa 500g,DON VITTORIO,3.5,Sí,"Abarrotes / Fideos, Pastas y Salsas / Fideos Cortos",https://www.plazavea.com.pe/fideo-don-vittorio-rigatoni-bolsa-500g/p,https://plazavea.vteximg.com.br/arquivos/ids/26368595-184-184/20184799.jpg?v=638200801724530000
Plaza Vea,Fideos Macarrón BELL'S Empaque 250g,BELL'S,1.0,Sí,"Abarrotes / Fideos, Pastas y Salsas / Fideos Cortos",https://www.plazavea.com.pe/fideos-macarron-bell-s-empaque-250g/p,https://plazavea.vteximg.com.br/arquivos/ids/23715461-184-184/20144837.jpg?v=638071201905870000
Plaza Vea,Fideos NICOLINI Tallarín Grueso Bolsa 1kg,NICOLINI,4.3,Sí,"Abarrotes / Fideos, Pastas y Salsas / Fideos Largos",https://www.plazavea.com.pe/fideo-tallarin-grueso-nicolini-bolsa-1kg/p,https://plazavea.vteximg.com.br/arquivos/ids/30708217-184-184/20142785.jpg?v=638764128435670000
Plaza Vea,Salsa Roja de Tomate DON VITTORIO Doypack 200g,DON VITTORIO,3.99,Sí,"Abarrotes / Fideos, Pastas y Salsas / Salsas de Tomate",https://www.plazavea.com.pe/salsa-roja-de-tomate-don-vittorio-doypack-200g/p,https://plazavea.vteximg.com.br/arquivos/ids/15681476-184-184/20099983.jpg?v=637959754772900000
Plaza Vea,Sémola de Trigo Duro BELL'S Bolsa 180g,BELL'S,0.99,Sí,"Abarrotes / Fideos, Pastas y Salsas / Sémola y Fideos Especiales",https://www.plazavea.com.pe/semola-de-trigo-duro-bells-bolsa-180g/p,https://plazavea.vteximg.com.br/arquivos/ids/1242218-184-184/22522.jpg?v=637516205873800000
Plaza Vea,Fideos Fusilli de Verduras LA MONTANARA Tornillo Bolsa 500g,LA MONTANARA,7.8,Sí,"Abarrotes / Fideos, Pastas y Salsas / Sémola y Fideos Especiales",https://www.plazavea.com.pe/fideos-fusilli-de-verduras-la-montanara-tornillo-bolsa-500g/p,https://plazavea.vteximg.com.br/arquivos/ids/562022-184-184/1209823001.jpg?v=637428279052300000
Plaza Vea,Fideo Tallarín MOLITALIA Bolsa 950g,MOLITALIA,4.9,Sí,"Abarrotes / Fideos, Pastas y Salsas / Fideos Largos",https://www.plazavea.com.pe/fideo-tallarin-molitalia-bolsa-950g/p,https://plazavea.vteximg.com.br/arquivos/ids/32688532-184-184/20566607.jpg?v=638967068938370000
Plaza Vea,Fideos Codo Chico DON VITTORIO Bolsa 250g,DON VITTORIO,2.1,Sí,"Abarrotes / Fideos, Pastas y Salsas / Fideos Cortos",https://www.plazavea.com.pe/fideos-codo-chico-don-vittorio-bolsa-250g/p,https://plazavea.vteximg.com.br/arquivos/ids/31463201-184-184/20501496.jpg?v=638852268214870000
